airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Multiple Carriers,2019-06-15,Delhi,Cochin,2024-12-03 10:35:00,2024-12-03 19:00:00,505,1,No Info,10877
Multiple Carriers,2019-06-24,Delhi,Cochin,2024-12-03 07:05:00,2024-12-03 21:00:00,835,1,No Info,13797
Jet Airways,2019-04-01,Kolkata,Bangalore,2024-12-03 06:30:00,2024-12-03 19:50:00,800,1,No Info,12681
Air Asia,2019-05-18,Kolkata,Bangalore,2024-12-03 19:55:00,2024-12-03 23:30:00,215,1,No Info,6857
Spicejet,2019-04-21,Kolkata,Bangalore,2024-12-03 22:20:00,2024-04-22 00:40:00,140,0,No Info,4911
Multiple Carriers,2019-03-27,Delhi,Cochin,2024-12-03 13:05:00,2024-12-03 21:20:00,495,2,No Info,6128
Jet Airways,2019-04-18,Bangalore,Delhi,2024-12-03 15:15:00,2024-12-03 18:10:00,175,0,In-flight meal not included,5198
Jet Airways,2019-06-03,Delhi,Cochin,2024-12-03 11:00:00,2024-12-03 14:15:00,195,0,In-flight meal not included,7202
Multiple Carriers,2019-06-03,Delhi,Cochin,2024-12-03 07:05:00,2024-12-03 16:10:00,545,1,No Info,10696
Multiple Carriers,2019-06-12,Delhi,Cochin,2024-12-03 07:10:00,2024-12-03 16:10:00,540,1,No Info,6513
Air India,2019-03-12,Bangalore,Delhi,2024-12-03 11:50:00,2024-12-03 19:50:00,480,1,No Info,11707
Indigo,2019-05-18,Bangalore,Delhi,2024-12-03 18:25:00,2024-12-03 21:20:00,175,0,No Info,4823
Goair,2019-05-27,Delhi,Cochin,2024-12-03 07:00:00,2024-12-03 12:55:00,355,1,No Info,5752
Jet Airways,2019-06-12,Delhi,Cochin,2024-12-03 14:35:00,2024-06-13 04:25:00,830,2,In-flight meal not included,10919
Spicejet,2019-05-24,Kolkata,Bangalore,2024-12-03 11:15:00,2024-12-03 18:30:00,435,1,No Info,9630
Air India,2019-06-15,Delhi,Cochin,2024-12-03 13:15:00,2024-06-16 19:15:00,1800,2,No Info,12182
Multiple Carriers,2019-05-15,Delhi,Cochin,2024-12-03 10:20:00,2024-12-03 19:15:00,535,1,No Info,8266
Air India,2019-03-21,Bangalore,Delhi,2024-12-03 08:15:00,2024-03-19 08:50:00,1475,1,No Info,4943
Multiple Carriers,2019-03-27,Delhi,Cochin,2024-12-03 11:30:00,2024-12-03 18:50:00,440,1,No Info,11200
Indigo,2019-06-12,Delhi,Cochin,2024-12-03 08:50:00,2024-12-03 21:00:00,730,1,No Info,6093
Indigo,2019-05-12,Delhi,Cochin,2024-12-03 14:25:00,2024-12-03 17:40:00,195,0,No Info,5000
Air India,2019-06-24,Delhi,Cochin,2024-12-03 19:00:00,2024-06-25 07:40:00,760,1,No Info,8372
Air India,2019-03-21,Delhi,Cochin,2024-12-03 17:15:00,2024-03-22 07:40:00,865,2,No Info,8052
Jet Airways,2019-03-01,Bangalore,Delhi,2024-12-03 22:50:00,2024-03-02 11:25:00,755,1,1 Long layover,31825
Multiple Carriers,2019-05-15,Delhi,Cochin,2024-12-03 10:20:00,2024-12-03 19:00:00,520,1,No Info,9794
Jet Airways,2019-06-09,Bangalore,Delhi,2024-12-03 17:45:00,2024-12-03 20:45:00,180,0,No Info,8016
Jet Airways,2019-03-03,Delhi,Cochin,2024-12-03 18:20:00,2024-03-05 04:25:00,2045,2,No Info,20747
Multiple Carriers,2019-03-09,Delhi,Cochin,2024-12-03 07:05:00,2024-12-03 22:20:00,915,1,No Info,6916
Vistara,2019-05-03,Chennai,Kolkata,2024-12-03 07:05:00,2024-12-03 09:20:00,135,0,No Info,3687
Jet Airways,2019-03-21,Delhi,Cochin,2024-12-03 05:30:00,2024-03-22 18:50:00,2240,2,No Info,12341
Indigo,2019-04-24,Delhi,Cochin,2024-12-03 20:25:00,2024-04-25 01:30:00,305,1,No Info,5065
Indigo,2019-03-06,Chennai,Kolkata,2024-12-03 07:55:00,2024-12-03 10:15:00,140,0,No Info,7295
Air India,2019-05-15,Delhi,Cochin,2024-12-03 09:00:00,2024-12-03 19:15:00,615,1,No Info,8372
Multiple Carriers,2019-05-15,Delhi,Cochin,2024-12-03 10:00:00,2024-12-03 19:00:00,540,1,No Info,10197
Vistara,2019-03-09,Bangalore,Delhi,2024-12-03 07:00:00,2024-12-03 09:40:00,160,0,No Info,7398
Indigo,2019-03-03,Delhi,Cochin,2024-12-03 15:00:00,2024-03-04 01:35:00,635,1,No Info,14871
Multiple Carriers,2019-06-09,Delhi,Cochin,2024-12-03 19:00:00,2024-06-10 01:30:00,390,1,No Info,7408
Jet Airways,2019-05-21,Delhi,Cochin,2024-12-03 05:30:00,2024-12-03 12:35:00,425,2,In-flight meal not included,15544
Indigo,2019-05-09,Bangalore,Delhi,2024-12-03 23:30:00,2024-05-10 02:20:00,170,0,No Info,3943
Air India,2019-04-21,Bangalore,Delhi,2024-12-03 17:00:00,2024-12-03 19:45:00,165,0,No Info,5438
Multiple Carriers,2019-05-27,Delhi,Cochin,2024-12-03 17:30:00,2024-05-28 01:30:00,480,1,In-flight meal not included,7308
Jet Airways,2019-05-15,Kolkata,Bangalore,2024-12-03 09:35:00,2024-12-03 19:10:00,575,1,In-flight meal not included,12384
Indigo,2019-06-12,Delhi,Cochin,2024-12-03 10:35:00,2024-06-13 01:30:00,895,1,No Info,5883
Air India,2019-05-18,Kolkata,Bangalore,2024-12-03 16:50:00,2024-05-19 13:45:00,1255,2,No Info,13432
Jet Airways,2019-06-09,Delhi,Cochin,2024-12-03 09:40:00,2024-06-10 12:35:00,1615,2,No Info,13014
Jet Airways,2019-06-27,Delhi,Cochin,2024-12-03 10:00:00,2024-06-28 12:35:00,1595,1,In-flight meal not included,10262
Vistara,2019-04-09,Bangalore,Delhi,2024-12-03 21:00:00,2024-12-03 23:50:00,170,0,No Info,5403
Air India,2019-03-21,Delhi,Cochin,2024-12-03 12:00:00,2024-03-22 07:40:00,1180,2,No Info,9706
Multiple Carriers,2019-03-03,Delhi,Cochin,2024-12-03 08:00:00,2024-12-03 15:30:00,450,1,No Info,15078
Air India,2019-06-09,Bangalore,Delhi,2024-12-03 06:10:00,2024-12-03 08:55:00,165,0,No Info,6961
Indigo,2019-03-27,Delhi,Cochin,2024-12-03 07:30:00,2024-12-03 13:20:00,350,1,No Info,8227
Jet Airways,2019-05-06,Kolkata,Bangalore,2024-12-03 06:30:00,2024-12-03 20:45:00,855,1,In-flight meal not included,9663
Spicejet,2019-03-06,Mumbai,Hyderabad,2024-12-03 14:10:00,2024-12-03 22:25:00,495,1,No Info,13552
Air India,2019-05-09,Kolkata,Bangalore,2024-12-03 09:25:00,2024-05-10 07:55:00,1350,1,No Info,8366
Multiple Carriers,2019-06-03,Delhi,Cochin,2024-12-03 07:30:00,2024-12-03 19:15:00,705,1,No Info,7354
Air India,2019-05-01,Kolkata,Bangalore,2024-12-03 16:45:00,2024-05-02 21:05:00,1700,1,No Info,7452
Air Asia,2019-05-03,Kolkata,Bangalore,2024-12-03 10:20:00,2024-12-03 12:55:00,155,0,No Info,4409
Jet Airways,2019-04-01,Kolkata,Bangalore,2024-12-03 06:30:00,2024-04-02 08:15:00,1545,1,In-flight meal not included,7064
Multiple Carriers,2019-03-03,Delhi,Cochin,2024-12-03 08:25:00,2024-12-03 18:50:00,625,1,No Info,15135
Jet Airways,2019-05-12,Bangalore,Delhi,2024-12-03 11:10:00,2024-12-03 14:05:00,175,0,In-flight meal not included,5198
Multiple Carriers,2019-05-15,Delhi,Cochin,2024-12-03 04:55:00,2024-12-03 19:00:00,845,1,No Info,9103
Goair,2019-05-15,Delhi,Cochin,2024-12-03 10:35:00,2024-12-03 19:35:00,540,1,No Info,7378
Indigo,2019-06-24,Delhi,Cochin,2024-12-03 21:50:00,2024-06-25 03:35:00,345,1,No Info,5775
Jet Airways,2019-06-06,Kolkata,Bangalore,2024-12-03 08:25:00,2024-12-03 20:45:00,740,1,No Info,14571
Indigo,2019-06-06,Kolkata,Bangalore,2024-12-03 21:00:00,2024-06-07 02:15:00,315,1,No Info,6711
Vistara,2019-05-01,Bangalore,Delhi,2024-12-03 21:00:00,2024-12-03 23:50:00,170,0,No Info,4668
Multiple Carriers,2019-03-21,Delhi,Cochin,2024-12-03 10:00:00,2024-12-03 21:00:00,660,1,In-flight meal not included,8085
Multiple Carriers,2019-05-18,Delhi,Cochin,2024-12-03 09:00:00,2024-12-03 19:00:00,600,1,No Info,10197
Indigo,2019-04-06,Bangalore,Delhi,2024-12-03 10:10:00,2024-12-03 13:00:00,170,0,No Info,4423
Multiple Carriers,2019-06-27,Delhi,Cochin,2024-12-03 13:00:00,2024-12-03 21:00:00,480,1,No Info,7408
Multiple Carriers,2019-06-24,Delhi,Cochin,2024-12-03 14:00:00,2024-12-03 21:00:00,420,1,No Info,13587
Indigo,2019-03-06,Delhi,Cochin,2024-12-03 07:30:00,2024-12-03 15:30:00,480,1,No Info,14871
Indigo,2019-03-03,Bangalore,Delhi,2024-12-03 05:25:00,2024-12-03 10:10:00,285,1,No Info,7774
Spicejet,2019-05-03,Kolkata,Bangalore,2024-12-03 09:00:00,2024-12-03 11:25:00,145,0,No Info,3873
Air Asia,2019-05-09,Kolkata,Bangalore,2024-12-03 07:35:00,2024-12-03 23:30:00,955,1,No Info,5192
Jet Airways,2019-05-09,Kolkata,Bangalore,2024-12-03 09:35:00,2024-05-10 14:25:00,1730,1,In-flight meal not included,9314
Jet Airways,2019-05-18,Delhi,Cochin,2024-12-03 09:40:00,2024-05-19 04:25:00,1125,2,No Info,15129
Air Asia,2019-04-06,Kolkata,Bangalore,2024-12-03 22:50:00,2024-04-07 01:20:00,150,0,No Info,3807
Jet Airways,2019-05-06,Kolkata,Bangalore,2024-12-03 06:30:00,2024-05-07 10:05:00,1655,1,In-flight meal not included,8586
Vistara,2019-06-27,Chennai,Kolkata,2024-12-03 17:45:00,2024-12-03 20:05:00,140,0,No Info,11982
Vistara,2019-05-21,Kolkata,Bangalore,2024-12-03 20:20:00,2024-05-22 09:05:00,765,1,No Info,8452
Spicejet,2019-05-27,Chennai,Kolkata,2024-12-03 08:20:00,2024-12-03 10:35:00,135,0,No check-in baggage included,3543
Air India,2019-05-27,Delhi,Cochin,2024-12-03 17:40:00,2024-12-03 23:00:00,320,1,No Info,7174
Air India,2019-05-09,Kolkata,Bangalore,2024-12-03 14:35:00,2024-05-10 14:35:00,1440,1,No Info,6528
Air India,2019-06-12,Kolkata,Bangalore,2024-12-03 10:00:00,2024-12-03 16:15:00,375,1,No Info,11936
Vistara,2019-04-12,Bangalore,Delhi,2024-12-03 21:00:00,2024-12-03 23:50:00,170,0,No Info,5613
Spicejet,2019-04-06,Kolkata,Bangalore,2024-12-03 22:20:00,2024-04-07 00:40:00,140,0,No check-in baggage included,3841
Air India,2019-06-12,Kolkata,Bangalore,2024-12-03 14:15:00,2024-12-03 16:45:00,150,0,No Info,5510
Jet Airways,2019-05-06,Kolkata,Bangalore,2024-12-03 18:55:00,2024-05-07 16:20:00,1285,1,In-flight meal not included,7757
Air India,2019-03-15,Delhi,Cochin,2024-12-03 18:05:00,2024-12-03 21:10:00,185,0,No Info,4939
Spicejet,2019-06-12,Kolkata,Bangalore,2024-12-03 11:35:00,2024-12-03 18:50:00,435,1,No Info,8479
Spicejet,2019-04-03,Kolkata,Bangalore,2024-12-03 06:55:00,2024-12-03 09:30:00,155,0,No check-in baggage included,3841
Jet Airways,2019-05-18,Kolkata,Bangalore,2024-12-03 16:30:00,2024-12-03 23:35:00,425,1,In-flight meal not included,10844
Indigo,2019-05-21,Delhi,Cochin,2024-12-03 17:30:00,2024-05-22 01:30:00,480,1,No Info,6794
Spicejet,2019-06-15,Delhi,Cochin,2024-12-03 15:45:00,2024-12-03 22:05:00,380,1,No Info,5583
Jet Airways,2019-03-01,Bangalore,Delhi,2024-12-03 18:40:00,2024-03-02 00:45:00,365,1,No Info,35185
Jet Airways,2019-03-21,Delhi,Cochin,2024-12-03 18:25:00,2024-03-23 04:25:00,2040,2,No Info,12347
Multiple Carriers,2019-06-06,Delhi,Cochin,2024-12-03 14:55:00,2024-12-03 22:30:00,455,1,No Info,7038
Jet Airways,2019-06-09,Kolkata,Bangalore,2024-12-03 06:30:00,2024-12-03 12:00:00,330,1,No Info,14571
Spicejet,2019-05-06,Kolkata,Bangalore,2024-12-03 11:15:00,2024-12-03 18:30:00,435,1,No Info,9736
Indigo,2019-05-15,Delhi,Cochin,2024-12-03 07:15:00,2024-12-03 12:30:00,315,1,No Info,5636
Jet Airways,2019-06-09,Kolkata,Bangalore,2024-12-03 21:10:00,2024-06-10 20:45:00,1415,1,In-flight meal not included,10844
Jet Airways,2019-06-27,Delhi,Cochin,2024-12-03 19:30:00,2024-06-28 12:35:00,1025,2,No Info,13764
Jet Airways,2019-05-09,Bangalore,Delhi,2024-12-03 15:15:00,2024-12-03 18:10:00,175,0,In-flight meal not included,4544
Air India,2019-06-24,Delhi,Cochin,2024-12-03 22:00:00,2024-06-25 19:15:00,1275,2,No Info,9181
Jet Airways,2019-05-18,Kolkata,Bangalore,2024-12-03 05:45:00,2024-05-19 04:40:00,1375,1,No Info,13941
Air India,2019-04-01,Kolkata,Bangalore,2024-12-03 19:00:00,2024-04-02 04:40:00,580,1,No Info,4227
Indigo,2019-04-09,Kolkata,Bangalore,2024-12-03 20:20:00,2024-12-03 22:55:00,155,0,No Info,4488
Indigo,2019-06-27,Mumbai,Hyderabad,2024-12-03 12:00:00,2024-12-03 13:30:00,90,0,No Info,2754
Air India,2019-03-01,Mumbai,Hyderabad,2024-12-03 13:55:00,2024-12-03 15:25:00,90,0,No Info,10082
Air India,2019-06-06,Kolkata,Bangalore,2024-12-03 09:25:00,2024-06-07 01:20:00,955,2,No Info,11458
Vistara,2019-06-12,Bangalore,Delhi,2024-12-03 09:45:00,2024-12-03 12:35:00,170,0,No Info,4668
Indigo,2019-03-15,Bangalore,Delhi,2024-12-03 16:15:00,2024-12-03 20:35:00,260,1,No Info,5607
Jet Airways,2019-06-03,Delhi,Cochin,2024-12-03 02:15:00,2024-06-04 04:25:00,1570,1,In-flight meal not included,11627
Multiple Carriers,2019-05-15,Delhi,Cochin,2024-12-03 13:00:00,2024-05-16 01:30:00,750,1,No Info,13727
Air India,2019-05-01,Kolkata,Bangalore,2024-12-03 09:25:00,2024-05-02 07:55:00,1350,1,No Info,8366
Goair,2019-04-24,Bangalore,Delhi,2024-12-03 20:55:00,2024-12-03 23:40:00,165,0,No Info,3419
Spicejet,2019-03-15,Bangalore,Delhi,2024-12-03 15:35:00,2024-12-03 23:40:00,485,1,No Info,5822
Air India,2019-05-01,Kolkata,Bangalore,2024-12-03 16:50:00,2024-05-02 13:45:00,1255,2,No Info,16372
Jet Airways,2019-05-09,Kolkata,Bangalore,2024-12-03 09:35:00,2024-05-10 10:55:00,1520,1,No Info,10953
Jet Airways,2019-06-06,Delhi,Cochin,2024-12-03 09:25:00,2024-06-07 04:25:00,1140,2,No Info,13882
Jet Airways,2019-06-21,Mumbai,Hyderabad,2024-12-03 07:05:00,2024-12-03 08:30:00,85,0,No Info,8040
Jet Airways,2019-05-01,Kolkata,Bangalore,2024-12-03 20:00:00,2024-05-02 09:20:00,800,1,No Info,14388
Multiple Carriers,2019-06-03,Delhi,Cochin,2024-12-03 11:40:00,2024-12-03 19:15:00,455,1,No Info,9001
Air Asia,2019-04-24,Kolkata,Bangalore,2024-12-03 10:20:00,2024-12-03 12:55:00,155,0,No Info,4409
Multiple Carriers,2019-05-09,Delhi,Cochin,2024-12-03 08:00:00,2024-12-03 19:00:00,660,1,No Info,10197
Multiple Carriers,2019-05-18,Delhi,Cochin,2024-12-03 10:20:00,2024-12-03 21:00:00,640,1,No Info,7670
Indigo,2019-05-09,Delhi,Cochin,2024-12-03 05:05:00,2024-12-03 12:10:00,425,1,No Info,6818
Jet Airways,2019-06-12,Kolkata,Bangalore,2024-12-03 09:35:00,2024-12-03 19:10:00,575,1,No Info,12692
Air India,2019-03-06,Delhi,Cochin,2024-12-03 07:05:00,2024-03-07 19:15:00,2170,2,No Info,11552
Air Asia,2019-06-09,Bangalore,Delhi,2024-12-03 23:55:00,2024-06-10 02:45:00,170,0,No Info,7120
Air India,2019-03-15,Bangalore,Delhi,2024-12-03 10:30:00,2024-12-03 22:55:00,745,1,No Info,6383
Air India,2019-03-24,Kolkata,Bangalore,2024-12-03 09:25:00,2024-03-25 05:35:00,1210,2,No Info,11774
Vistara,2019-03-27,Chennai,Kolkata,2024-12-03 07:05:00,2024-12-03 09:20:00,135,0,No Info,3739
Air India,2019-05-27,Bangalore,Delhi,2024-12-03 13:20:00,2024-12-03 16:10:00,170,0,No Info,5228
Jet Airways,2019-06-06,Kolkata,Bangalore,2024-12-03 14:05:00,2024-12-03 23:35:00,570,1,In-flight meal not included,10844
Air Asia,2019-06-03,Bangalore,Delhi,2024-12-03 04:55:00,2024-12-03 07:45:00,170,0,No Info,4282
Jet Airways,2019-05-18,Delhi,Cochin,2024-12-03 20:55:00,2024-05-19 12:35:00,940,1,In-flight meal not included,12373
Air India,2019-06-09,Kolkata,Bangalore,2024-12-03 09:25:00,2024-06-10 13:45:00,1700,2,No Info,11752
Air India,2019-06-12,Kolkata,Bangalore,2024-12-03 16:45:00,2024-06-13 12:30:00,1185,2,No Info,14960
Jet Airways,2019-06-27,Delhi,Cochin,2024-12-03 09:40:00,2024-06-28 12:35:00,1615,2,No Info,13014
Jet Airways,2019-06-06,Delhi,Cochin,2024-12-03 21:50:00,2024-06-07 19:00:00,1270,1,In-flight meal not included,10262
Indigo,2019-06-06,Delhi,Cochin,2024-12-03 20:25:00,2024-06-07 01:30:00,305,1,No Info,5054
Multiple Carriers,2019-06-12,Delhi,Cochin,2024-12-03 08:45:00,2024-12-03 19:15:00,630,1,No Info,8266
Jet Airways,2019-03-06,Delhi,Cochin,2024-12-03 07:05:00,2024-12-03 18:50:00,705,1,No Info,17234
Spicejet,2019-06-15,Kolkata,Bangalore,2024-12-03 14:55:00,2024-12-03 17:25:00,150,0,No check-in baggage included,3841
Indigo,2019-05-12,Bangalore,Delhi,2024-12-03 08:30:00,2024-12-03 11:20:00,170,0,No Info,5740
Jet Airways,2019-06-09,Delhi,Cochin,2024-12-03 21:35:00,2024-06-10 12:35:00,900,2,No Info,13882
Jet Airways,2019-05-24,Bangalore,Delhi,2024-12-03 11:10:00,2024-12-03 14:05:00,175,0,In-flight meal not included,4030
Jet Airways,2019-05-18,Delhi,Cochin,2024-12-03 09:40:00,2024-05-19 04:25:00,1125,2,In-flight meal not included,13029
Air India,2019-06-24,Delhi,Cochin,2024-12-03 05:15:00,2024-06-25 06:50:00,1535,1,No Info,6587
Indigo,2019-06-12,Mumbai,Hyderabad,2024-12-03 21:20:00,2024-12-03 22:50:00,90,0,No Info,2227
Air India,2019-05-06,Kolkata,Bangalore,2024-12-03 05:50:00,2024-12-03 20:25:00,875,2,No Info,10991
Air Asia,2019-05-27,Delhi,Cochin,2024-12-03 07:55:00,2024-12-03 22:25:00,870,1,No Info,6152
Indigo,2019-03-21,Delhi,Cochin,2024-12-03 20:30:00,2024-03-22 01:35:00,305,1,No Info,6232
Multiple Carriers,2019-06-24,Delhi,Cochin,2024-12-03 08:00:00,2024-12-03 21:00:00,780,1,No Info,13797
Air India,2019-06-24,Delhi,Cochin,2024-12-03 14:25:00,2024-06-25 19:15:00,1730,2,No Info,13381
Air India,2019-03-12,Bangalore,Delhi,2024-12-03 17:25:00,2024-03-13 18:05:00,1480,3,No Info,13387
Jet Airways,2019-06-21,Mumbai,Hyderabad,2024-12-03 19:35:00,2024-12-03 21:05:00,90,0,No Info,5678
Multiple Carriers,2019-06-12,Delhi,Cochin,2024-12-03 06:00:00,2024-12-03 21:00:00,900,1,No Info,7005
Multiple Carriers,2019-06-27,Delhi,Cochin,2024-12-03 07:10:00,2024-12-03 22:30:00,920,1,In-flight meal not included,6093
Jet Airways,2019-05-24,Mumbai,Hyderabad,2024-12-03 19:35:00,2024-12-03 21:05:00,90,0,In-flight meal not included,3210
Jet Airways,2019-05-01,Kolkata,Bangalore,2024-12-03 17:00:00,2024-05-02 19:10:00,1570,1,In-flight meal not included,9314
Indigo,2019-04-03,Delhi,Cochin,2024-12-03 14:20:00,2024-12-03 17:35:00,195,0,No Info,4729
Air India,2019-03-03,Delhi,Cochin,2024-12-03 07:05:00,2024-03-04 19:15:00,2170,2,No Info,11762
Jet Airways,2019-03-24,Kolkata,Bangalore,2024-12-03 06:30:00,2024-03-25 04:45:00,1335,1,In-flight meal not included,10031
Air India,2019-03-21,Delhi,Cochin,2024-12-03 17:15:00,2024-03-22 19:15:00,1560,2,No Info,8770
Jet Airways,2019-04-03,Delhi,Cochin,2024-12-03 11:00:00,2024-12-03 14:15:00,195,0,In-flight meal not included,4886
Multiple Carriers,2019-06-24,Delhi,Cochin,2024-12-03 07:30:00,2024-12-03 19:15:00,705,1,No Info,7354
Jet Airways,2019-05-24,Bangalore,Delhi,2024-12-03 08:20:00,2024-12-03 11:20:00,180,0,In-flight meal not included,4030
Jet Airways,2019-03-06,Delhi,Cochin,2024-12-03 19:10:00,2024-03-08 04:25:00,1995,2,No Info,16809
Jet Airways,2019-06-15,Delhi,Cochin,2024-12-03 05:30:00,2024-12-03 19:00:00,810,2,In-flight meal not included,11507
Multiple Carriers,2019-05-09,Delhi,Cochin,2024-12-03 07:10:00,2024-12-03 16:10:00,540,1,No Info,6513
Spicejet,2019-04-09,Bangalore,Delhi,2024-12-03 21:10:00,2024-04-10 00:05:00,175,0,No Info,3971
Jet Airways,2019-03-12,Bangalore,Delhi,2024-12-03 22:55:00,2024-03-13 12:25:00,810,1,In-flight meal not included,11087
Jet Airways,2019-03-24,Kolkata,Bangalore,2024-12-03 19:45:00,2024-03-25 22:35:00,1610,1,In-flight meal not included,10031
Jet Airways,2019-05-06,Kolkata,Bangalore,2024-12-03 08:25:00,2024-12-03 20:45:00,740,1,No Info,14388
Air Asia,2019-05-24,Kolkata,Bangalore,2024-12-03 22:50:00,2024-05-25 01:20:00,150,0,No Info,4107
Multiple Carriers,2019-06-09,Delhi,Cochin,2024-12-03 08:00:00,2024-12-03 19:00:00,660,1,No Info,12192
Spicejet,2019-05-09,Kolkata,Bangalore,2024-12-03 11:35:00,2024-12-03 18:50:00,435,1,No Info,8479
Air India,2019-06-06,Delhi,Cochin,2024-12-03 13:00:00,2024-12-03 19:15:00,375,1,No Info,8372
Air India,2019-05-15,Chennai,Kolkata,2024-12-03 11:40:00,2024-12-03 13:55:00,135,0,No Info,4667
Indigo,2019-05-01,Kolkata,Bangalore,2024-12-03 19:20:00,2024-12-03 23:45:00,265,1,No Info,3809
Indigo,2019-03-15,Chennai,Kolkata,2024-12-03 19:35:00,2024-12-03 21:55:00,140,0,No Info,6297
Jet Airways,2019-05-01,Kolkata,Bangalore,2024-12-03 16:30:00,2024-05-02 12:00:00,1170,1,In-flight meal not included,9663
Spicejet,2019-03-27,Delhi,Cochin,2024-12-03 06:10:00,2024-12-03 11:20:00,310,1,No Info,5351
Spicejet,2019-06-24,Kolkata,Bangalore,2024-12-03 06:55:00,2024-12-03 09:30:00,155,0,No check-in baggage included,3841
Jet Airways,2019-03-09,Delhi,Cochin,2024-12-03 02:15:00,2024-03-10 04:25:00,1570,1,No Info,15029
Indigo,2019-04-18,Bangalore,Delhi,2024-12-03 06:05:00,2024-12-03 08:50:00,165,0,No Info,4591
Jet Airways,2019-05-18,Delhi,Cochin,2024-12-03 20:55:00,2024-05-19 19:00:00,1325,1,No Info,15554
Indigo,2019-04-18,Bangalore,Delhi,2024-12-03 16:55:00,2024-12-03 19:55:00,180,0,No Info,4990
Spicejet,2019-05-12,Mumbai,Hyderabad,2024-12-03 13:15:00,2024-12-03 14:45:00,90,0,No Info,2227
Air India,2019-03-15,Bangalore,Delhi,2024-12-03 06:10:00,2024-12-03 08:55:00,165,0,No Info,7276
Jet Airways,2019-06-09,Kolkata,Bangalore,2024-12-03 21:10:00,2024-06-10 08:15:00,665,1,No Info,14939
Multiple Carriers,2019-06-06,Delhi,Cochin,2024-12-03 07:00:00,2024-12-03 21:00:00,840,1,No Info,7408
Spicejet,2019-06-03,Bangalore,Delhi,2024-12-03 09:30:00,2024-12-03 12:20:00,170,0,No Info,3971
Jet Airways,2019-04-09,Delhi,Cochin,2024-12-03 20:55:00,2024-04-10 12:35:00,940,1,No Info,11822
Jet Airways,2019-04-01,Bangalore,Delhi,2024-12-03 18:55:00,2024-12-03 22:00:00,185,0,No Info,7229
Spicejet,2019-04-27,Bangalore,Delhi,2024-12-03 05:55:00,2024-12-03 08:35:00,160,0,No check-in baggage included,4319
Vistara,2019-06-12,Kolkata,Bangalore,2024-12-03 07:10:00,2024-12-03 23:25:00,975,1,No Info,8610
Multiple Carriers,2019-05-21,Delhi,Cochin,2024-12-03 11:25:00,2024-12-03 19:00:00,455,1,No Info,9103
Indigo,2019-06-06,Delhi,Cochin,2024-12-03 08:30:00,2024-12-03 21:00:00,750,1,No Info,6416
Spicejet,2019-06-09,Kolkata,Bangalore,2024-12-03 17:10:00,2024-12-03 19:40:00,150,0,No check-in baggage included,3841
Jet Airways,2019-06-09,Kolkata,Bangalore,2024-12-03 16:30:00,2024-12-03 23:35:00,425,1,No Info,14571
Vistara,2019-06-01,Bangalore,Delhi,2024-12-03 11:30:00,2024-12-03 14:20:00,170,0,No Info,4668
Jet Airways,2019-03-09,Delhi,Cochin,2024-12-03 19:15:00,2024-03-10 04:25:00,550,1,In-flight meal not included,14053
Indigo,2019-05-12,Kolkata,Bangalore,2024-12-03 15:15:00,2024-12-03 17:45:00,150,0,No Info,4804
Air India,2019-03-18,Bangalore,Delhi,2024-12-03 00:30:00,2024-12-03 08:45:00,495,1,No Info,13859
Jet Airways,2019-03-21,Bangalore,Delhi,2024-12-03 11:40:00,2024-12-03 21:20:00,580,1,In-flight meal not included,7832
Jet Airways,2019-03-27,Delhi,Cochin,2024-12-03 17:30:00,2024-03-28 19:45:00,1575,1,In-flight meal not included,5406
Multiple Carriers,2019-05-18,Delhi,Cochin,2024-12-03 10:00:00,2024-05-19 01:30:00,930,1,No Info,8073
Jet Airways,2019-06-12,Delhi,Cochin,2024-12-03 19:45:00,2024-06-13 19:00:00,1395,1,In-flight meal not included,10262
Jet Airways,2019-06-12,Delhi,Cochin,2024-12-03 11:40:00,2024-12-03 19:00:00,440,2,No Info,18804
Indigo,2019-06-21,Mumbai,Hyderabad,2024-12-03 09:10:00,2024-12-03 10:40:00,90,0,No Info,5755
Multiple Carriers,2019-03-06,Delhi,Cochin,2024-12-03 11:40:00,2024-12-03 19:15:00,455,1,No Info,15353
Jet Airways,2019-04-01,Kolkata,Bangalore,2024-12-03 09:35:00,2024-12-03 19:10:00,575,1,No Info,11467
Air India,2019-03-18,Bangalore,Delhi,2024-12-03 17:00:00,2024-12-03 19:45:00,165,0,No Info,11633
Jet Airways,2019-05-27,Delhi,Cochin,2024-12-03 21:50:00,2024-05-28 19:00:00,1270,1,No Info,16079
Air Asia,2019-06-06,Delhi,Cochin,2024-12-03 16:45:00,2024-06-07 07:10:00,865,1,No Info,11410
Jet Airways,2019-05-09,Kolkata,Bangalore,2024-12-03 06:30:00,2024-12-03 16:20:00,590,1,In-flight meal not included,8586
Indigo,2019-04-01,Kolkata,Bangalore,2024-12-03 08:10:00,2024-12-03 13:00:00,290,1,No Info,5069
Jet Airways,2019-05-18,Kolkata,Bangalore,2024-12-03 17:00:00,2024-05-19 14:25:00,1285,1,No Info,13067
Air India,2019-06-27,Mumbai,Hyderabad,2024-12-03 13:55:00,2024-12-03 15:25:00,90,0,No Info,3100
